conversations
"[{'content': 'Does the University of Westminster offer a course on AI, Data and Communication MA?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on AI, Data and Communication MA:\nCourse title: AI, Data and Communication MA.\nCampus: Harrow, North-West London.\nFor full-time course:\nUK fees:£9,700.\ninternational fees: £17,500.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/computer-science-and-engineering-data-science-and-informatics-media-and-communication-courses/2025-26/september/full-time/ai-data-and-communication-ma\nFor Part-time course:\nUK fees: £1,125.\ninternational fees: £1,985.\nThe duration of the course is 2 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/computer-science-and-engineering-data-science-and-informatics-media-and-communication-courses/2025-26/september/part-time-day-evening/ai-data-and-communication-ma ', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Accounting BSc Honours?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Accounting BSc Honours:\nCourse title: Accounting BSc Honours.\nCampus: Marylebone, Central London.\nFor full-time course:\nUK fees:£9,250.\ninternational fees: £17,000.\nThe duration of the course is 3 or 4 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/accounting-and-finance-courses/2025-26/september/full-time/accounting-bsc-honours', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Law and Technology LLM?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Law and Technology LLM:\nCourse title: Law and Technology LLM.\nCampus: Regent, Central London.\nFor full-time course:\nUK fees:£12,700.\ninternational fees: £17,500.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/law-courses/2025-26/september/full-time/law-and-technology-llm\nFor Part-time course:\nUK fees: £6,350.\ninternational fees: £8,750.\nThe duration of the course is 2 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/law-courses/2025-26/september/part-time-day/law-and-technology-llm ', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Law with Foundation LLB Honours?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Law with Foundation LLB Honours:\nCourse title: Law with Foundation LLB Honours.\nCampus: Regent, Central London.\nFor full-time course:\nUK fees:£9,250.\ninternational fees: £17,000.\nThe duration of the course is 4 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/law-courses/2025-26/september/full-time/law-with-foundation-llb-honours', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Law with French Law LLB Honours?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Law with French Law LLB Honours:\nCourse title: Law with French Law LLB Honours.\nCampus: Regent, Central London.\nFor full-time course:\nUK fees:£9,250.\ninternational fees: £17,000.\nThe duration of the course is 4 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/law-courses/2025-26/september/full-time/law-with-french-law-llb-honours', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Legal Practice LLM?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Legal Practice LLM:\nCourse title: Legal Practice LLM.\nCampus: Regent, Central London.\nFor full-time course:\nUK fees:£14,700.\ninternational fees: £15,500.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/law-courses/2025-26/september/full-time/legal-practice-llm\nFor Part-time course:\nUK fees: £7,350.\ninternational fees: £7,750.\nThe duration of the course is 2 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/law-courses/2025-26/september/part-time-evening-only/legal-practice-llm ', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Legal Practice Postgraduate Diploma?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Legal Practice Postgraduate Diploma:\nCourse title: Legal Practice Postgraduate Diploma.\nCampus: Regent, Central London.\nFor full-time course:\nUK fees:£12,700.\ninternational fees: £13,500.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/law-courses/2025-26/september/full-time/legal-practice-postgraduate-diploma\nFor Part-time course:\nUK fees: £6,350.\ninternational fees: £6,500.\nThe duration of the course is 2 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/law-courses/2025-26/september/part-time-evening-only/legal-practice-postgraduate-diploma ', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Logistics and Supply Chain Management MSc?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Logistics and Supply Chain Management MSc:\nCourse title: Logistics and Supply Chain Management MSc.\nCampus: Marylebone, Central London.\nFor full-time course:\nUK fees:£10,700.\ninternational fees: £17,500.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/transport-and-logistics-courses/2025-26/september/full-time/logistics-and-supply-chain-management-msc\nFor Part-time course:\nUK fees: £1,225.\ninternational fees: £1,985.\nThe duration of the course is 2 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/transport-and-logistics-courses/2025-26/september/part-time-day/logistics-and-supply-chain-management-msc ', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Management MA?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Management MA:\nCourse title: Management MA.\nCampus: Marylebone, Central London.\nFor full-time course:\nUK fees:£16,700.\ninternational fees: £17,500.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/business-and-management-courses/2025-26/september/full-time/management-ma', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Marketing Communications MA/MSc?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Marketing Communications MA/MSc:\nCourse title: Marketing Communications MA/MSc.\nCampus: Marylebone, Central London.\nFor full-time course:\nUK fees:£16,700.\ninternational fees: £19,500.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/business-and-management-marketing-courses/2025-26/september/full-time/marketing-communications-ma-msc', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Marketing Communications with AI Integration BA Honours?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Marketing Communications with AI Integration BA Honours:\nCourse title: Marketing Communications with AI Integration BA Honours.\nCampus: Marylebone, Central London.\nFor full-time course:\nUK fees:£9,250.\ninternational fees: £17,000.\nThe duration of the course is 3 or 4 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/business-and-management-marketing-courses/2025-26/september/full-time/marketing-communications-with-ai-integration-ba-honours', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Marketing Management BA Honours?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Marketing Management BA Honours:\nCourse title: Marketing Management BA Honours.\nCampus: Marylebone, Central London.\nFor full-time course:\nUK fees:£9,250.\ninternational fees: £17,000.\nThe duration of the course is 3 or 4 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/business-and-management-marketing-courses/2025-26/september/full-time/marketing-management-ba-honours', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Marketing Management MA/MSc?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Marketing Management MA/MSc:\nCourse title: Marketing Management MA/MSc.\nCampus: Marylebone, Central London.\nFor full-time course:\nUK fees:£16,700.\ninternational fees: £19,500.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/business-and-management-marketing-courses/2025-26/september/full-time/marketing-management-ma-msc', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Marketing and Data Analytics BSc Honours?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Marketing and Data Analytics BSc Honours:\nCourse title: Marketing and Data Analytics BSc Honours.\nCampus: Marylebone, Central London.\nFor full-time course:\nUK fees:£9,250.\ninternational fees: £17,000.\nThe duration of the course is 3 or 4 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/marketing-courses/2025-26/september/full-time/marketing-and-data-analytics-bsc-honours', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Master of Architecture (MArch) (RIBA pt II)?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Master of Architecture (MArch) (RIBA pt II):\nCourse title: Master of Architecture (MArch) (RIBA pt II).\nCampus: Marylebone, Central London.\nFor full-time course:\nUK fees:£9,700.\ninternational fees: £15,500.\nThe duration of the course is 2 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/full-time/master-of-architecture-march-riba-pt-ii', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Master of Business Administration (MBA)?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Master of Business Administration (MBA):\nCourse title: Master of Business Administration (MBA).\nCampus: Marylebone, Central London.\nFor full-time course:\nUK fees:£16,700.\ninternational fees: £19,500.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/business-and-management-courses/2025-26/september/full-time/master-of-business-administration-mba', 'role': 'assistant'}]"
"[{'content': 'Does the University of Westminster offer a course on Media Management MA?', 'role': 'user'}, {'content': 'Yes, University of Westminster provides a course on Media Management MA:\nCourse title: Media Management MA.\nCampus: Harrow, North-West London.\nFor full-time course:\nUK fees:£9,700.\ninternational fees: £17,500.\nThe duration of the course is 1 year.\nFor more details please visit the official website: https://www.westminster.ac.uk/media-and-communication-courses/2025-26/september/full-time/media-management-ma\nFor Part-time course:\nUK fees: £1,125.\ninternational fees: £1,985.\nThe duration of the course is 2 years.\nFor more details please visit the official website: https://www.westminster.ac.uk/media-and-communication-courses/2025-26/september/part-time-day/media-management-ma ', 'role': 'assistant'}]"
